Word	uniqueID	WordContext	N_Ratings	Level1	N_noSize	N_notKnow	N_noRange	RangeStart_mean	RangeEnd_mean	RangeLength_mean	Size_mean	RangeStart_SD	RangeEnd_SD	RangeLength_SD	Size_SD
scuba	scuba	scuba	44	4.538461538	11	7	0	255.1923077	276.53846150000004	21.34615385	265.8653846	33.95646534	31.53566967	11.82520125	32.23059345
sea urchin	sea_urchin	sea urchin	47	3.146341463	1	5	1	187.8292683	219.902439	32.07317073	203.8658537	30.0299038	32.77331603	28.94165704	27.90229032
seafood	seafood	seafood	45	2.677419355	13	1	0	168.6451613	222.4193548	53.77419355	195.5322581	26.90792744	23.66822651	29.49430417	20.60660715
seagull	seagull	seagull	42	3.976190476	1	0	0	234.8095238	254.8571429	20.04761905	244.8333333	20.67782846	19.32213621	12.34059804	19.03644344
seahorse	seahorse	seahorse	47	2.659090909	2	1	1	182.5	206.2954545	23.79545455	194.3977273	37.12925256	34.88957967	19.57523298	34.67181342
seal	seal	seal	42	4.947368421	3	1	0	284.3421053	302.3157895	17.97368421	293.3289474	26.07502307	25.90951538	10.38836887	25.46812431
seaplane	seaplane	seaplane	44	7.414634146	0	3	1	384.097561	402.0731707	17.97560976	393.0853659	16.74037765	16.62286113	12.06956463	15.55188993
seatbelt	seatbelt	seatbelt	46	3.840909091	2	0	1	234.1590909	255.3181818	21.15909091	244.7386364	30.29693605	29.45771327	13.17669398	29.1448844
seaweed	seaweed	seaweed	45	3.028571429	7	3	0	193.4	228.8857143	35.48571429	211.1428571	40.09415389	46.53826473	27.99513763	41.11865389
seed	seed	seed	44	0.681818182	0	0	5	109.0909091	127.1590909	18.06818182	118.125	9.875546925	12.33249288	18.4685751	6.287792714
seesaw	seesaw	seesaw	43	5.581395349	0	0	1	305.51162789999995	329.4186047	23.90697674	317.46511630000003	27.36209761	24.56113127	14.45323156	24.97484338
seismograph	seismograph	seismograph	40	4.206896552	0	11	0	250.3793103	272.34482760000003	21.96551724	261.362069	36.32827882	24.68700622	17.44272824	29.80828521
sequin	sequin	sequin (adornment)	47	1.153846154	2	6	0	120.61538459999998	141.02564099999998	20.41025641	130.8205128	38.83542562	34.85872781	13.72419674	36.25702966
sewage	sewage	sewage	43	5.5	34	1	0	304.625	330.5	25.875	317.5625	82.8077593	91.44084739	16.90678224	86.82060219
sewing kit	sewing_kit	sewing kit	48	3.234042553	1	0	1	201.1914894	221.7446809	20.55319149	211.4680851	31.34495195	29.51894608	15.81937243	29.4002374
sewing machine	sewing_machine	sewing machine	46	4.173913043	0	0	3	252.1956522	269.93478260000006	17.73913043	261.0652174	18.37222489	13.11216937	16.11132767	13.77824723
shaker	shaker	shaker	46	2.944444444	2	8	0	191.9166667	211.1666667	19.25	201.5416667	24.30564308	23.00869401	11.70927593	22.93044607
shark	shark	shark	46	5.891304347999999	0	0	0	314.7391304	350.06521739999994	35.32608696	332.4021739	43.89808135	36.52603466	23.48716373	38.63527743
shaving cream	shaving_cream	shaving cream	43	3.166666667	7	0	3	202.5555556	220.4722222	17.91666667	211.5138889	28.9131156	21.798409	15.46863185	24.40798643
shawl	shawl	shawl	39	4.387096774	2	6	0	252.6774194	276.1935484	23.51612903	264.4354839	22.06866118	21.47932239	15.58176491	20.33459365
shears	shears	shears	42	3.475	0	3	1	212.35	230.7	18.35	221.525	21.63277428	16.47406664	13.84816937	17.93719456
sheath	sheath	sheath (scabbard)	48	4.03125	3	13	1	240.53125	261.0	20.46875	250.765625	27.09717802	21.45963954	17.09552738	22.8980857
sheep	sheep	sheep	45	5.1111111110000005	0	0	0	285.4	303.9333333	18.53333333	294.6666667	18.91055501	14.75928059	10.27485899	16.16569038
sheet	sheet	sheet	41	5.3611111110000005	5	0	0	297.3333333	317.9166667	20.58333333	307.625	37.26890699	38.02733979	10.48366076	37.28335036
shelf	shelf	shelf	47	4.555555556	2	0	0	258.04444440000003	288.4666667	30.42222222	273.25555560000004	26.41276857	26.85702888	20.65461525	24.55226851
shell	shell2	shell (animal housing)	46	2.386363636	0	2	1	162.5227273	209.1818182	46.65909091	185.8522727	49.25656072	43.89642817	32.98409989	43.64132077
shell	shell3	shell (fruit)	46	2.64516129	2	13	0	178.9677419	201.1290323	22.16129032	190.0483871	31.93063719	23.34914979	16.17013043	26.77696611
shell	shell1	shell (projectile)	46	2.435897436	3	4	0	165.43589740000002	203.0769231	37.64102564	184.2564103	52.63668666	46.25637061	30.10463086	47.20766995
shield	shield	shield	46	4.488372093	2	1	0	261.27906980000006	285.3023256	24.02325581	273.2906977	18.05985496	19.08444253	22.40162449	14.82325737
ship	ship	ship	48	7.744680851	1	0	0	390.0851064	425.8723404	35.78723404	407.9787234	30.0013259	19.19308868	29.58108691	20.38300588
shirt	shirt	shirt	46	4.272727273	2	0	1	248.7045455	272.0909091	23.38636364	260.3977273	26.4791094	21.481001000000003	20.04438785	21.92815424
shoe	shoe	shoe	46	3.47826087	0	0	0	211.7608696	237.1086957	25.34782609	224.4347826	21.42292104	15.63930698	17.21138821	16.6645361
shoe polish	shoe_polish	shoe polish	45	2.526315789	7	0	1	178.44736840000002	195.0526316	16.60526316	186.75	18.64852341	17.95632444	12.78838044	17.15263355
shoehorn	shoehorn	shoehorn	41	3.081081081	1	3	1	200.5135135	218.972973	18.45945946	209.7432432	22.25186836	20.13080349	12.25333196	20.3140693
shoelace	shoelace	shoelace	39	2.135135135	2	0	2	164.6216216	187.4324324	22.81081081	176.027027	34.17792607	35.67409622	16.02747266	34.00243985
shopping basket	shopping_basket	shopping basket	47	4.14893617	0	0	0	254.7021277	271.40425530000005	16.70212766	263.0531915	17.78728771	18.11756243	8.10505718	17.48982128
shopping cart	shopping_cart	shopping cart	47	4.9361702130000005	0	0	1	289.4468085	301.8510638	12.40425532	295.6489362	13.9155973	14.01703734	8.904467795	13.23775681
shortbread	shortbread	shortbread	45	3.073170732	3	1	1	195.4146341	219.8536585	24.43902439	207.63414630000003	31.60694197	29.14580671	21.04168337	28.52280324
shorts	shorts	shorts	45	3.744186047	2	0	0	235.58139530000005	253.2093023	17.62790698	244.3953488	35.18267469	31.17352214	13.92158867	32.50156739
shoulder	shoulder	shoulder (body part)	47	3.622222222	2	0	1	219.7555556	237.7555556	18.0	228.7555556	25.00105048	18.7376087	16.04397366	20.58453254
shovel	shovel	shovel	49	4.755102041000001	0	0	0	269.9591837	291.2857143	21.32653061	280.622449	25.45089977	23.36129277	15.90386189	23.09796406
shower	shower	shower	47	5.4	2	0	0	295.44444439999995	315.0666667	19.62222222	305.25555560000004	46.16352139	48.1670389	11.84423314	46.80273183
shower cap	shower_cap	shower cap	47	3.3191489360000004	0	0	0	208.4680851	227.63829790000003	19.17021277	218.0531915	24.38268368	19.18834059	13.78139759	20.82959695
shower curtain	shower_curtain	shower curtain	49	5.183673469	0	0	1	295.61224489999995	316.1632653	20.55102041	305.88775510000005	29.56265685	28.06491503	11.13002925	28.28118951
showerhead	showerhead	showerhead	48	3.1875	0	0	1	201.2291667	220.5416667	19.3125	210.8854167	20.89613584	16.25718608	13.28758219	17.502352300000002
shredder	shredder	shredder	46	4.090909091	0	2	1	245.8409091	269.2727273	23.43181818	257.5568182	25.80241847	23.41472766	18.25580217	22.88424255
shrimp	shrimp	shrimp	44	1.931818182	0	0	0	154.6590909	175.8409091	21.18181818	165.25	20.76439616	21.1857161	15.03681177	19.5824138
shuffleboard	shuffleboard	shuffleboard	40	5.514285714	0	5	2	303.1714286	323.8285714	20.65714286	313.5	32.81452845	37.3839268	12.74395556	34.59152395
shutter	shutter	shutter	45	4.717948718	3	3	1	271.4102564	290.2307692	18.82051282	280.8205128	30.72605439	26.85189549	14.34696336	27.94813975
sickle	sickle	sickle	45	4.03030303	0	12	0	245.5757576	260.84848480000005	15.27272727	253.2121212	22.5763016	24.72362384	9.090767044	23.23387556
sidecar	sidecar	sidecar (vehicle carriage)	47	5.652173913	0	1	0	305.8043478	327.2391304	21.43478261	316.52173910000005	27.44094229	22.96488603	15.32268061	24.11430109
sifter	sifter	sifter	46	3.710526316	1	7	2	218.3684211	243.9473684	25.57894737	231.1578947	28.39244385	29.95577584	27.41338357	25.76560279
silicone	silicone	silicone	39	1.785714286	22	3	1	133.4285714	177.0	43.57142857	155.21428569999998	57.90537943	70.59853997	45.93593245	60.34124571
silverware	silverware	silverware	43	2.833333333	1	0	0	190.7142857	214.8809524	24.16666667	202.797619	26.98263734	19.90734928	15.91887462	22.33450233
sim card	sim_card	sim card	46	1.511111111	1	0	0	133.8	148.4222222	14.62222222	141.11111110000002	21.20527379	20.84083501	12.02325188	20.14602625
sink	sink	sink	47	4.191489362	0	0	0	255.8297872	276.3191489	20.4893617	266.0744681	13.02058429	16.83436752	14.57196883	13.16739167
siren	siren	siren (alarm)	43	3.448275862	13	1	1	221.6896552	240.03448280000003	18.34482759	230.862069	25.09852507	21.77725346	12.51934464	22.64749141
skateboard	skateboard	skateboard	47	4.234042553	0	0	0	254.2553191	271.2765957	17.0212766	262.7659574	17.5381176	16.73021496	9.750115633	16.43096595
skeleton	skeleton	skeleton	48	5.1111111110000005	4	0	0	283.6222222	308.3111111	24.68888889	295.9666667	39.53208644	35.32628575	20.23366032	36.09731166
skewer	skewer	skewer (food)	46	3.0930232560000004	1	2	0	199.4883721	218.0232558	18.53488372	208.755814	38.57668436	36.307869	10.79318312	37.06868979
ski	ski	ski	45	4.772727273	1	0	0	270.3409091	289.7727273	19.43181818	280.0568182	25.49595789	25.89142233	12.737780699999998	24.89261026
ski boots	ski_boots	ski boots	43	3.860465116	0	0	0	229.32558140000003	251.7674419	22.44186047	240.5465116	20.09823604	12.68827207	18.13087649	14.15215529
ski lift	ski_lift	ski lift	48	6.456521738999999	1	1	0	338.3913043	367.0	28.60869565	352.6956522	49.88675097	52.96204091	17.17553591	50.72556645
ski pole	ski_pole	ski pole	44	4.837209302	0	1	0	278.372093	293.0232558	14.65116279	285.6976744	32.62486873	35.42429108	8.526942513	33.78541168
skin	skin	skin	40	3.333333333	29	0	0	213.4166667	246.8333333	33.41666667	230.125	94.59046496	79.60679886	39.07209731	85.20940116
skirt	skirt	skirt	47	3.913043478	1	0	0	244.6521739	268.0652174	23.41304348	256.3586957	24.22690643	23.14533999	19.01295007	21.70142418
skull	skull	skull	46	3.586956522	0	0	0	221.5	244.0217391	22.52173913	232.7608696	19.25587933	18.30420611	26.24308513	13.44401524
skunk	skunk	skunk	41	4.0	0	1	1	239.85	254.725	14.875	247.2875	12.66440601	12.90793336	10.46897125	11.66623855
sled	sled	sled	45	5.0	0	0	0	286.9333333	309.8444444	22.91111111	298.3888889	20.77629768	21.08850996	14.00944847	19.72621954
sledgehammer	sledgehammer	sledgehammer	45	4.069767442	1	1	0	249.27906980000003	266.5581395	17.27906977	257.9186047	23.23311018	22.39398551	9.241020304	22.34468357
sleeping bag	sleeping_bag	sleeping bag	43	5.279069767	0	0	1	289.1395349	309.9302326	20.79069767	299.5348837	30.7335565	26.03970901	21.69217342	26.33764175
slicer	slicer	slicer	46	3.342105263	2	6	1	211.39473680000003	231.6052632	20.21052632	221.5	29.86866701	27.90576757	12.41437244	28.22951302
slide	slide	slide	44	5.926829268	2	1	1	315.0	350.097561	35.09756098	332.5487805	23.03692688	25.72722768	24.91365577	21.00291792
slime	slime	slime	45	2.545454545	21	2	0	171.2727273	200.5	29.22727273	185.8863636	35.6386385	34.45597605	26.60456785	32.43011968
sling	sling	sling (arm sling)	44	3.902439024	1	2	0	234.0	254.0	20.0	244.0	18.16039647	18.21263298	11.02043556	17.33169063
slingshot	slingshot	slingshot	45	3.547619048	1	2	0	217.8571429	238.3571429	20.5	228.1071429	32.84818845	33.71676968	11.7706746	32.7608734
slipper	slipper	slipper	42	3.5	0	0	1	213.9761905	233.0714286	19.095238100000003	223.52380950000003	22.25625491	18.46868524	13.84550561	19.2429754
slot	slot	slot (inserting slot)	44	1.727272727	8	3	0	153.60606059999998	173.36363640000002	19.75757576	163.4848485	34.22530076	35.43199312	15.15344495	33.99988163
slot machine	slot_machine	slot machine	44	5.11627907	0	1	0	290.9767442	310.1627907	19.18604651	300.5697674	18.63239418	14.63513423	11.81253534	15.67777521
sloth	sloth	sloth	47	4.066666667	1	1	0	241.7555556	267.04444440000003	25.28888889	254.4	30.6372883	27.19287637	20.81369984	27.03230391
slug	slug	slug	45	1.644444444	0	0	0	143.4222222	166.93333330000002	23.51111111	155.17777780000003	19.87059144	18.70877286	14.86396225	17.809967699999998
smoke alarm	smoke_alarm	smoke alarm	44	3.023809524	2	0	1	202.0952381	220.047619	17.95238095	211.0714286	19.0465534	14.72007486	10.94989115	16.11678849
smoothie	smoothie	smoothie	41	3.473684211	3	0	1	214.89473680000003	228.9736842	14.07894737	221.9342105	20.49494265	18.88011515	10.09517299	19.04658977
snack	snack	snack	47	2.277777778	11	0	1	158.36111110000002	199.8611111	41.5	179.11111110000002	33.12672877	27.98586661	29.6161153	26.85173873
snail	snail	snail	45	1.688888889	0	0	0	140.4666667	171.6	31.13333333	156.0333333	17.81291666	21.63372788	22.09339679	16.45082203
snake	snake	snake	42	3.880952381	0	0	0	224.952381	267.4285714	42.47619048	246.1904762	42.60422078	39.41656384	35.47533537	37.01037303
snorkel	snorkel	snorkel	39	3.4358974360000003	0	0	0	219.3333333	235.8461538	16.51282051	227.5897436	22.71254387	23.04291016	9.388884231	22.39151384
snow	snow	snow	45	0.2272727269999999	23	0	2	97.90909091	116.4090909	18.5	107.1590909	8.927800833	12.71167102	13.59884449	8.626352707999999
snowball	snowball	snowball	47	2.760869565	1	0	0	187.5869565	217.1521739	29.56521739	202.3695652	17.29685403	15.6630739	20.87279162	12.78038201
snowboard	snowboard	snowboard	44	4.813953488	0	1	1	278.72093019999994	296.2093023	17.48837209	287.46511630000003	26.10539589	24.56435488	8.832763933999999	24.95886982
snowman	snowman	snowman	44	5.093023256	1	0	0	281.0232558	310.5581395	29.53488372	295.7906977	19.92783214	18.81020787	16.7422318	17.47557226
snowmobile	snowmobile	snowmobile	46	5.804347826	0	0	0	312.32608700000003	329.7391304	17.41304348	321.0326087	32.3344016	25.99780741	15.14460093	28.34360641
snowplow	snowplow	snowplow	47	6.739130435	0	1	0	356.71739130000003	376.7826087	20.06521739	366.75	34.45361651	29.83429275	11.5919554	31.70134067
snowshoe	snowshoe	snowshoe	45	3.707317073	2	2	1	227.19512200000003	247.6341463	20.43902439	237.4146341	29.35491399	29.66206002	14.04465874	28.66114583
snowsuit	snowsuit	snowsuit	47	4.608695652	1	0	0	268.5	287.8913043	19.39130435	278.1956522	34.09903876	31.38876534	12.99312341	32.12155356
soap	soap	soap	42	2.547619048	0	0	0	182.952381	202.1904762	19.23809524	192.5714286	16.98486038	12.02890441	12.47203608	13.33049476
soccer ball	soccer_ball	soccer ball	46	3.804347826	0	0	5	233.4565217	245.7826087	12.32608696	239.6195652	10.53819829	8.82147139	8.801652237999999	8.664220669
sock	sock	sock	41	3.341463415	0	0	0	202.4146341	225.0731707	22.65853659	213.7439024	21.54527281	12.4927784	21.53208043	13.93651766
soda	soda	soda	46	2.972222222	10	0	0	203.8055556	222.4166667	18.61111111	213.1111111	26.08756622	19.65469773	20.06315426	20.80388395
soda fountain	soda_fountain	soda fountain	46	4.953488372	3	0	0	280.4418605	299.8837209	19.44186047	290.1627907	22.32690276	20.65499974	9.328150752	20.99538524
sofa bed	sofa_bed	sofa bed	45	5.933333332999999	0	0	0	314.9333333	336.4888889	21.55555556	325.7111111	15.29616708	10.24611284	12.96946686	11.28831299
solar panel	solar_panel	solar panel	47	5.431818182000001	2	1	0	293.3636364	333.5227273	40.15909091	313.4431818	35.86544033	27.41709587	33.54063359	27.161921000000003
soldering iron	soldering_iron	soldering iron	45	3.375	0	5	2	208.5	225.325	16.825	216.9125	28.20256399	25.06339398	9.679180671	26.2365686
sombrero	sombrero	sombrero	42	4.071428571	0	0	1	248.2857143	264.73809520000003	16.45238095	256.5119048	13.08748371	11.94103301	9.587090866	11.57398686
sonogram	sonogram	sonogram	44	3.583333333	12	8	0	228.5416667	245.2916667	16.75	236.9166667	39.00053418	40.56072117	10.67402373	39.428710200000005
sorbet	sorbet	sorbet	46	2.939393939	10	3	2	192.5757576	211.6666667	19.09090909	202.1212121	20.49242284	16.59944778	13.22961554	17.43516127
souffle	souffle	souffle	44	3.0555555560000003	1	7	0	197.8333333	223.2222222	25.38888889	210.5277778	28.03823919	19.28302156	18.38209964	22.23765932
soup	soup	soup	40	2.75	16	0	0	193.5833333	220.0416667	26.45833333	206.8125	32.61623584	29.04790521	20.1860459	29.18785204
soy sauce	soy_sauce	soy sauce	44	2.821428571	16	0	1	186.4285714	204.9642857	18.53571429	195.6964286	36.52135709	29.59664914	17.77114211	32.03017654
space shuttle	space_shuttle	space shuttle	47	8.044444444	0	2	0	408.0888889	435.6	27.51111111	421.8444444	14.74452475	33.06151292	24.95415999	22.35072254
spacesuit	spacesuit	spacesuit	46	5.244444444	1	0	0	294.8222222	311.2444444	16.42222222	303.03333330000004	15.08203159	14.30854093	7.70622207	14.18642116
spaghetti	spaghetti	spaghetti	43	2.916666667	7	1	1	190.4722222	211.6388889	21.16666667	201.0555556	40.64233269	35.01277545	15.99910712	37.07902329
spam	spam	spam	46	3.03125	12	2	0	192.53125	209.65625	17.125	201.09375	27.39670851	24.66499331	11.43776992	25.43157724
spareribs	spareribs	spareribs	45	3.325	1	4	0	210.825	229.1	18.275	219.9625	30.81365623	28.95779422	11.50025083	29.3420123
spark plug	spark_plug	spark plug	44	2.23255814	0	1	0	166.6744186	182.58139530000005	15.90697674	174.627907	20.64636591	21.74991249	10.38958717	20.55917505
sparkler	sparkler	sparkler	47	2.604651163	2	2	1	187.2325581	208.3023256	21.06976744	197.7674419	35.58346139	34.52503225	12.15650982	34.52730956
spatula	spatula	spatula	43	3.3023255810000003	0	0	0	212.32558140000003	231.2093023	18.88372093	221.7674419	16.35574885	13.91908272	11.23601629	14.10899276
speaker	speaker	speaker	44	3.744186047	1	0	0	223.744186	265.9534884	42.20930233	244.8488372	28.73366453	20.32468999	35.54846332	17.419384
spear	spear	spear	46	4.613636364	1	1	2	270.2727273	289.8636364	19.59090909	280.0681818	38.04976157	40.11239495	14.81406965	38.38658785
speedboat	speedboat	speedboat	46	6.869565217000001	0	0	0	354.4565217	378.3478261	23.89130435	366.4021739	22.35541846	17.981740600000002	12.72832059	19.26269266
speedometer	speedometer	speedometer	47	2.8863636360000005	3	0	1	194.7272727	215.1136364	20.38636364	204.9204545	24.81500262	16.98455647	15.92163353	19.71687484
spider	spider	spider	45	1.4222222219999998	0	0	0	120.8	170.1555556	49.35555556	145.4777778	18.04615295	32.12189536	30.6639821	21.063474300000003
spider web	spider_web	spider web	45	2.75	1	0	1	182.0909091	228.2272727	46.13636364	205.1590909	42.49914811	41.96890523	29.83332841	39.51299061
spinach	spinach	spinach	46	2.288888889	1	0	0	169.2666667	195.8444444	26.57777778	182.5555556	36.4868594	29.80082027	20.69638626	31.66393529
splinter	splinter	splinter	41	0.666666667	1	1	0	105.9230769	124.9230769	19.0	115.4230769	27.06365266	24.05955835	16.54976546	24.23175886
sponge	sponge	sponge	42	2.6190476190000003	0	0	0	185.7619048	209.1904762	23.42857143	197.4761905	20.12741066	19.15436408	17.03388711	17.70488164
spool	spool	spool	44	2.333333333	1	7	0	166.3055556	190.4444444	24.13888889	178.375	27.61243969	28.27158538	21.20263161	25.85491802
spoon	spoon	spoon	42	2.476190476	0	0	1	180.047619	199.5	19.45238095	189.7738095	26.27244906	20.1848168	17.12251745	21.80685794
spout	spout	spout	45	2.75	4	5	2	191.7777778	214.6944444	22.91666667	203.2361111	30.80177278	24.02477227	17.14205355	26.25846424
spring roll	spring_roll	spring roll	44	2.564102564	0	5	1	180.7948718	200.3333333	19.53846154	190.5641026	21.71729784	19.02122545	19.15016305	18.02891664
springboard	springboard	springboard	43	5.085714286	1	7	0	282.4	304.77142860000004	22.37142857	293.5857143	31.90721843	32.15869264	11.29051063	31.53184332
sprinkler	sprinkler	sprinkler	46	3.23255814	3	0	0	201.6976744	225.4883721	23.79069767	213.5930233	32.76070155	29.01343867	15.46356415	29.96232869
sprouts	sprouts	sprouts	46	1.976744186	0	3	0	159.3488372	180.8604651	21.51162791	170.10465119999998	34.13759534	32.47165899	13.28510102	32.64611078
spur	spur	spur	46	2.27027027	2	7	0	168.8648649	190.5675676	21.7027027	179.7162162	30.57519162	28.97560328	15.71952937	28.73043792
squash	squash	squash	47	3.553191489	0	0	1	217.7446809	236.3191489	18.57446809	227.03191490000003	16.18301322	10.53380971	13.4919375	11.87086507
squeegee	squeegee	squeegee	46	3.880952381	1	3	1	235.2142857	250.8095238	15.5952381	243.0119048	31.13976026	28.54370897	7.938973098	29.60501937
squid	squid	squid	46	4.045454545	1	1	1	232.2045455	269.8636364	37.65909091	251.0340909	40.19463087	47.70529243	32.66955284	40.97409813
squirrel	squirrel	squirrel	47	3.382978723	0	0	0	214.106383	235.4042553	21.29787234	224.7553191	24.91222333	16.60363969	13.97033331	19.98392624
squirt gun	squirt_gun	squirt gun	42	3.43902439	1	0	0	216.1219512	245.2682927	29.14634146	230.69512200000003	16.35878223	18.06657742	18.46829848	14.55115032
stained glass	stained_glass	stained glass	45	4.709677419	14	0	0	253.70967740000003	301.0	47.29032258	277.3548387	36.27597327	35.86270114	40.10668568	29.98171486
stair	stair	stair	46	5.0	4	0	0	280.452381	308.2142857	27.76190476	294.3333333	43.32081254	51.41345355	23.18200472	46.10495273
stake	stake	stake	45	3.425	3	2	0	212.625	241.475	28.85	227.05	37.79613839	30.70203159	27.56302801	31.55394242
stalagmite	stalagmite	stalagmite	46	4.514285714	3	8	0	252.9714286	298.0857143	45.11428571	275.5285714	62.73402572	60.64960668	34.74425169	59.20452373
stamp	stamp1	stamp (post stamp)	46	1.586956522	0	0	3	145.2608696	159.56521740000002	14.30434783	152.4130435	20.16645706	19.46352963	10.95418655	19.04623157
stamp	stamp2	stamp	45	1.418604651	2	0	2	139.7209302	153.7209302	14.0	146.7209302	11.71756025	15.06703368	12.01586253	12.08565774
staple	staple	staple pin	46	0.948717949	2	6	4	117.0769231	134.6923077	17.61538462	125.88461540000002	26.19902029	19.98835693	17.44406909	21.6075832
staple gun	staple_gun	staple gun	44	3.704545455	0	0	4	222.7272727	238.1590909	15.43181818	230.4431818	15.23668101	14.97896693	11.70052221	13.92973059
stapler	stapler	stapler	46	3.108695652	0	0	0	199.3913043	217.3043478	17.91304348	208.3478261	17.21043386	13.71757926	10.726552900000002	14.60892785
star fruit	star_fruit	star fruit	45	2.871794872	0	6	0	193.025641	209.5641026	16.53846154	201.2948718	22.37066592	21.46452995	8.984917637	21.4570311
starfish	starfish	starfish	44	3.045454545	0	0	1	194.0	222.8409091	28.84090909	208.4204545	21.69663997	15.44975831	21.17583439	15.57612334
station wagon	station_wagon	station wagon	47	6.553191489	0	0	2	353.5106383	370.3191489	16.80851064	361.9148936	22.82339793	22.85503121	10.9298918	22.17576016
statue	statue	statue	44	5.75	4	0	0	292.75	351.425	58.675	322.0875	43.72979387	39.21988474	38.10874286	36.90769628
steak	steak	steak	42	3.43902439	1	0	0	210.8780488	229.8292683	18.95121951	220.3536585	17.09414391	14.53771378	9.828405821	15.08734731
steamroller	steamroller	steamroller	47	6.7826086960000005	0	1	1	355.6521739	375.3695652	19.7173913	365.5108696	43.49212822	38.14671018	15.85862968	40.13096465
steering wheel	steering_wheel	steering wheel	47	4.085106383	0	0	0	242.2340426	257.893617	15.65957447	250.0638298	16.95032739	11.16133474	12.60482412	12.89279248
stem	stem	stem	44	2.083333333	5	3	1	151.1944444	180.4444444	29.25	165.8194444	34.3551364	43.54337374	27.65333873	36.7011391
step stool	step_stool	step stool	46	4.304347826	0	0	0	255.6956522	274.8478261	19.15217391	265.2717391	18.94186377	17.15545575	11.92377157	17.0589522
stereo	stereo	stereo	44	4.268292683	3	0	0	248.9512195	279.6341463	30.68292683	264.2926829	21.51621623	19.98594018	23.7786028	17.02460558
stethoscope	stethoscope	stethoscope	43	3.255813953	0	0	0	203.9534884	224.0930233	20.13953488	214.0232558	30.87606061	29.70234395	16.15340359	29.19840861
stew	stew	stew	44	3.4	18	1	1	215.08	241.08	26.0	228.08	30.78544028	24.84270517	25.12800562	24.9919487
stick	stick	stick	43	3.578947368	5	0	0	212.6052632	249.9473684	37.34210526	231.2763158	36.45029157	30.9489094	30.74329311	30.11547536
sticker	sticker	sticker	46	1.906976744	3	0	0	147.4883721	185.8604651	38.37209302	166.6744186	22.51811133	26.90776255	26.33395713	21.02800959
stiletto	stiletto	stiletto	45	3.414634146	0	4	2	212.1219512	228.7560976	16.63414634	220.4390244	27.65790585	29.79411057	13.48101646	27.94440801
stilt	stilt	stilt (walking)	45	5.230769231	3	3	0	284.89743589999995	306.4615385	21.56410256	295.6794872	45.66283464	47.29796154	13.31954415	46.00807812
stingray	stingray	stingray	47	4.295454545	0	3	0	251.2272727	279.4545455	28.22727273	265.3409091	42.907615	44.35242294	19.80822432	42.49716444
stir fry	stir_fry	stir fry	46	3.28	21	0	0	207.4	230.04	22.64	218.72	36.62535552	27.58393252	15.77677618	31.44707194
stirrup	stirrup	stirrup	45	3.153846154	1	5	1	210.0769231	227.4615385	17.38461538	218.76923080000003	30.60304819	28.67223685	10.17379344	29.21378688
stockings	stockings	stockings	43	3.368421053	3	2	0	213.1842105	230.6315789	17.44736842	221.9078947	28.57409076	25.81265252	10.09334104	26.75662466
stomach	stomach	stomach	46	3.523809524	3	1	1	221.7857143	237.5714286	15.78571429	229.6785714	19.05132441	15.93300434	12.53781736	16.40449872
stool	stool	stool (furniture)	46	4.5	0	0	2	265.7391304	286.52173910000005	20.7826087	276.13043480000005	19.74665629	17.43653779	16.816543499999998	16.62175107
stopwatch	stopwatch	stopwatch	43	2.441860465	0	0	1	170.97674419999998	192.7906977	21.81395349	181.8837209	19.89075925	17.20680671	23.33733552	14.48103736
stove	stove2	stove	46	4.804347826	0	0	1	285.3478261	301.5434783	16.19565217	293.4456522	17.457526100000003	12.97468736	11.74851209	14.21432308
stove	stove1	stove (oven)	48	4.916666667	0	0	2	283.8125	299.6666667	15.85416667	291.7395833	22.87492007	14.55339886	19.17887755	16.60043244
straightjacket	straightjacket	straightjacket	49	4.408163265	0	0	0	262.5714286	278.755102	16.18367347	270.6632653	31.32358004	31.96517025	8.992296401	31.32497469
strainer	strainer	strainer	40	3.5	0	0	2	216.775	239.45	22.675	228.1125	25.68596095	22.61149016	18.62640461	22.33356893
strap	strap	strap	43	3.205882353	8	1	0	209.2352941	229.2058824	19.97058824	219.2205882	42.51563621	47.14695235	13.35411705	44.39171216
straw	straw1	straw (dried stalks of grain)	17	2.5625	0	1	0	175.625	206.5	30.875	191.0625	58.55809082	61.67549486	21.80175834	59.14075724
straw	straw2	straw	91	2.295454545	2	1	0	172.69318180000002	194.2954545	21.60227273	183.4943182	41.38919787	36.09029516	19.79640033	37.54747909
strawberry	strawberry	strawberry	41	1.975609756	0	0	0	156.29268290000002	173.3414634	17.04878049	164.81707319999998	16.32213819	15.10564424	10.79571957	14.77022177
streetlight	streetlight	streetlight	47	5.652173913	1	0	1	302.8043478	328.8043478	26.0	315.8043478	63.13781032	62.1677371	19.45250627	61.89511543
stretcher	stretcher	stretcher	45	5.558139535	1	1	2	306.4418605	320.5348837	14.09302326	313.48837210000005	17.72179493	17.021483399999997	8.02322211	16.9057219
string cheese	string_cheese	string cheese	45	2.651162791	1	1	1	186.0	204.1860465	18.18604651	195.0930233	21.63660919	18.13212857	12.1130701	19.02043256
stroller	stroller	stroller	40	4.9	0	0	0	276.925	295.7	18.775	286.3125	23.31543728	18.34316753	17.40687677	19.08640525
